From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
PA1280,Q9I464,unreviewed,Q9I464_PSEAE,Histidine phosphatase family protein,PA1280,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),194,,cytoplasm [GO:0005737]; phosphatase activity [GO:0016791],GO:0005737; GO:0016791,cytoplasm [GO:0005737],phosphatase activity [GO:0016791]
PA1016,Q9I4V7,unreviewed,Q9I4V7_PSEAE,Thiolase C-terminal domain-containing protein,PA1016,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),383,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",GO:0016747,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]"
PA0747,Q9I5I2,unreviewed,Q9I5I2_PSEAE,Probable aldehyde dehydrogenase,PA0747,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),502,thymine catabolic process [GO:0006210]; valine catabolic process [GO:0006574],malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]; thymine catabolic process [GO:0006210]; valine catabolic process [GO:0006574],GO:0004491; GO:0006210; GO:0006574; GO:0018478,,malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]
PA0809,Q9RPF2,reviewed,MNTH2_PSEAE,Divalent metal cation transporter MntH 2,mntH2 PA0809,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),438,cellular response to iron ion [GO:0071281],plasma membrane [GO:0005886]; cadmium ion transmembrane transporter activity [GO:0015086]; manganese ion transmembrane transporter activity [GO:0005384]; metal ion binding [GO:0046872]; symporter activity [GO:0015293]; cellular response to iron ion [GO:0071281],GO:0005384; GO:0005886; GO:0015086; GO:0015293; GO:0046872; GO:0071281,plasma membrane [GO:0005886],cadmium ion transmembrane transporter activity [GO:0015086]; manganese ion transmembrane transporter activity [GO:0005384]; metal ion binding [GO:0046872]; symporter activity [GO:0015293]
PA0292,Q9I6J9,reviewed,AGUA_PSEAE,Agmatine deiminase (EC 3.5.3.12) (Agmatine iminohydrolase),aguA PA0292,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),368,putrescine biosynthetic process from arginine [GO:0033388],agmatine deiminase activity [GO:0047632]; protein-arginine deiminase activity [GO:0004668]; putrescine biosynthetic process from arginine [GO:0033388],GO:0004668; GO:0033388; GO:0047632,,agmatine deiminase activity [GO:0047632]; protein-arginine deiminase activity [GO:0004668]
PA1783,Q9I2V9,unreviewed,Q9I2V9_PSEAE,Nitrate/nitrite transporter,nasA PA1783,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),403,nitrate assimilation [GO:0042128],plasma membrane [GO:0005886]; nitrate transmembrane transporter activity [GO:0015112]; nitrite transmembrane transporter activity [GO:0015113]; nitrate assimilation [GO:0042128],GO:0005886; GO:0015112; GO:0015113; GO:0042128,plasma membrane [GO:0005886],nitrate transmembrane transporter activity [GO:0015112]; nitrite transmembrane transporter activity [GO:0015113]
PA2198,Q9I1R9,unreviewed,Q9I1R9_PSEAE,ABM domain-containing protein,PA2198,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),114,,cytosol [GO:0005829]; catalytic activity [GO:0003824]; oxidoreductase activity [GO:0016491],GO:0003824; GO:0005829; GO:0016491,cytosol [GO:0005829],catalytic activity [GO:0003824]; oxidoreductase activity [GO:0016491]
PA5449,G3XCU3,unreviewed,G3XCU3_PSEAE,Glycosyltransferase WbpX,wbpX PA5449,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),460,lipopolysaccharide biosynthetic process [GO:0009103]; O antigen biosynthetic process [GO:0009243],glycosyltransferase activity [GO:0016757]; lipopolysaccharide biosynthetic process [GO:0009103]; O antigen biosynthetic process [GO:0009243],GO:0009103; GO:0009243; GO:0016757,,glycosyltransferase activity [GO:0016757]
PA5449,O84908,unreviewed,O84908_PSEAI,Glycosyltransferase WbpX,wbpX ALP65_01266 PAMH19_3178,Pseudomonas aeruginosa,460,lipopolysaccharide biosynthetic process [GO:0009103]; O antigen biosynthetic process [GO:0009243],glycosyltransferase activity [GO:0016757]; lipopolysaccharide biosynthetic process [GO:0009103]; O antigen biosynthetic process [GO:0009243],GO:0009103; GO:0009243; GO:0016757,,glycosyltransferase activity [GO:0016757]
PA2331,Q9I1E7,unreviewed,Q9I1E7_PSEAE,Carboxymuconolactone decarboxylase-like domain-containing protein,PA2331,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),186,,peroxiredoxin activity [GO:0051920],GO:0051920,,peroxiredoxin activity [GO:0051920]
PA4983,Q9HUI2,reviewed,ARUR_PSEAE,Transcriptional regulatory protein AruR,aruR PA4983,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),244,arginine catabolic process [GO:0006527],cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; arginine catabolic process [GO:0006527],GO:0000156; GO:0000976; GO:0001216; GO:0005829; GO:0006527; GO:0032993,cytosol [GO:0005829]; protein-DNA complex [GO:0032993],DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]
PA0287,Q9I6K3,unreviewed,Q9I6K3_PSEAE,3-guanidinopropionate transport protein,gpuP PA0287,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),461,sodium ion transport [GO:0006814],membrane [GO:0016020]; symporter activity [GO:0015293]; sodium ion transport [GO:0006814],GO:0006814; GO:0015293; GO:0016020,membrane [GO:0016020],symporter activity [GO:0015293]
PA0050,Q9I782,unreviewed,Q9I782_PSEAE,Secreted protein,PA0050,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),46,,,,,
PA4176,Q9HWK5,unreviewed,Q9HWK5_PSEAE,Peptidyl-prolyl cis-trans isomerase C2,ppiC2 PA4176,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),93,,peptidyl-prolyl cis-trans isomerase activity [GO:0003755],GO:0003755,,peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
PA1971,P25185,reviewed,BRAZ_PSEAE,Branched-chain amino acid transport system 3 carrier protein (LIV-III),braZ PA1971,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),437,branched-chain amino acid transport [GO:0015803]; isoleucine transport [GO:0015818]; leucine transport [GO:0015820]; valine transport [GO:0015829],plasma membrane [GO:0005886]; L-isoleucine transmembrane transporter activity [GO:0015188]; L-leucine transmembrane transporter activity [GO:0015190]; L-valine transmembrane transporter activity [GO:0005304]; branched-chain amino acid transport [GO:0015803]; isoleucine transport [GO:0015818]; leucine transport [GO:0015820]; valine transport [GO:0015829],GO:0005304; GO:0005886; GO:0015188; GO:0015190; GO:0015803; GO:0015818; GO:0015820; GO:0015829,plasma membrane [GO:0005886],L-isoleucine transmembrane transporter activity [GO:0015188]; L-leucine transmembrane transporter activity [GO:0015190]; L-valine transmembrane transporter activity [GO:0005304]
PA3188,Q9HZ50,unreviewed,Q9HZ50_PSEAE,Probable permease of ABC sugar transporter,PA3188,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),281,carbohydrate transport [GO:0008643]; transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190]; carbohydrate transport [GO:0008643]; transmembrane transport [GO:0055085],GO:0008643; GO:0043190; GO:0055085,ATP-binding cassette (ABC) transporter complex [GO:0043190],
PA1446,Q51468,reviewed,FLIP_PSEAE,Flagellar biosynthetic protein FliP,fliP PA1446,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),255,bacterial-type flagellum organization [GO:0044781]; protein secretion [GO:0009306],bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; bacterial-type flagellum organization [GO:0044781]; protein secretion [GO:0009306],GO:0005886; GO:0009306; GO:0009425; GO:0044781,bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886],
PA3735,P29363,reviewed,THRC_PSEAE,Threonine synthase (TS) (EC 4.2.3.1),thrC PA3735,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),469,threonine biosynthetic process [GO:0009088],pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]; threonine biosynthetic process [GO:0009088],GO:0004795; GO:0009088; GO:0030170,,pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]
PA3390,Q9HYL5,unreviewed,Q9HYL5_PSEAE,ABM domain-containing protein,PA3390,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),100,,cytosol [GO:0005829]; catalytic activity [GO:0003824]; oxidoreductase activity [GO:0016491],GO:0003824; GO:0005829; GO:0016491,cytosol [GO:0005829],catalytic activity [GO:0003824]; oxidoreductase activity [GO:0016491]
PA0089,Q9I743,unreviewed,Q9I743_PSEAE,Type VI secretion system baseplate subunit TssG,PA0089,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),348,,,,,
PA3935,Q9HX81,unreviewed,Q9HX81_PSEAE,Taurine dioxygenase,tauD PA3935,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),277,sulfur compound metabolic process [GO:0006790],cytoplasm [GO:0005737]; 2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; taurine dioxygenase activity [GO:0000908]; sulfur compound metabolic process [GO:0006790],GO:0000908; GO:0005737; GO:0006790; GO:0016706,cytoplasm [GO:0005737],2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; taurine dioxygenase activity [GO:0000908]
PA5145,Q9HU39,unreviewed,Q9HU39_PSEAE,FAD dependent oxidoreductase domain-containing protein,PA5145,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),368,,2-hydroxyglutarate dehydrogenase activity [GO:0047545],GO:0047545,,2-hydroxyglutarate dehydrogenase activity [GO:0047545]
PA0359,Q9I6D5,unreviewed,Q9I6D5_PSEAE,Multidrug transporter,PA0359,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),114,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA1282,Q9I462,unreviewed,Q9I462_PSEAE,Probable major facilitator superfamily (MFS) transporter,PA1282,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),501,,membrane [GO:0016020]; transmembrane transporter activity [GO:0022857],GO:0016020; GO:0022857,membrane [GO:0016020],transmembrane transporter activity [GO:0022857]
PA5494,Q9HT79,unreviewed,Q9HT79_PSEAE,DUF2782 domain-containing protein,PA5494,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),96,,,,,
PA3616,P37860,reviewed,RECX_PSEAE,Regulatory protein RecX,recX PA3616,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),153,regulation of DNA repair [GO:0006282],cytoplasm [GO:0005737]; regulation of DNA repair [GO:0006282],GO:0005737; GO:0006282,cytoplasm [GO:0005737],
PA3729,Q9HXR3,unreviewed,Q9HXR3_PSEAE,Flotillin family protein,PA3729,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),688,protein localization to plasma membrane [GO:0072659],plasma membrane [GO:0005886]; protein localization to plasma membrane [GO:0072659],GO:0005886; GO:0072659,plasma membrane [GO:0005886],
PA0988,Q9I4Y1,unreviewed,Q9I4Y1_PSEAE,Thioesterase domain-containing protein,PA0988,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),134,,,,,
PA0988,Q1W4U0,unreviewed,Q1W4U0_PSEAI,Acyl-CoA thioesterase (Thioesterase),CAZ10_33040 DT376_21260 GUL26_04915 NCTC13621_07067 PAMH19_4320,Pseudomonas aeruginosa,134,,,,,
PA1228,Q9I4B0,unreviewed,Q9I4B0_PSEAE,Uncharacterized protein,PA1228,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),116,,,,,
PA1089,Q9I4P0,unreviewed,Q9I4P0_PSEAE,HAD family hydrolase,PA1089,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),200,dephosphorylation [GO:0016311]; L-serine biosynthetic process [GO:0006564],cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; dephosphorylation [GO:0016311]; L-serine biosynthetic process [GO:0006564],GO:0000287; GO:0005737; GO:0006564; GO:0016311,cytoplasm [GO:0005737],magnesium ion binding [GO:0000287]
PA1620,Q9I3A2,unreviewed,Q9I3A2_PSEAE,LysE family translocator,PA1620,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),213,amino acid transport [GO:0006865],plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transport [GO:0006865],GO:0005886; GO:0006865; GO:0015171,plasma membrane [GO:0005886],amino acid transmembrane transporter activity [GO:0015171]
PA2847,Q9HZZ6,unreviewed,Q9HZZ6_PSEAE,Probable membrane transporter protein,PA2847,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),249,,plasma membrane [GO:0005886],GO:0005886,plasma membrane [GO:0005886],
PA2769,Q9I074,unreviewed,Q9I074_PSEAE,Nudix hydrolase domain-containing protein,PA2769,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),136,,hydrolase activity [GO:0016787],GO:0016787,,hydrolase activity [GO:0016787]
PA1053,Q9I4S1,unreviewed,Q9I4S1_PSEAE,Glycine zipper 2TM domain-containing protein,PA1053,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),154,,outer membrane [GO:0019867],GO:0019867,outer membrane [GO:0019867],
PA3882,Q9HXD0,unreviewed,Q9HXD0_PSEAE,Methyltransferase type 11 domain-containing protein,PA3882,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),249,,methyltransferase activity [GO:0008168],GO:0008168,,methyltransferase activity [GO:0008168]
PA0073,Q9I759,unreviewed,Q9I759_PSEAE,Probable ATP-binding component of ABC transporter,PA0073,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),239,transmembrane transport [GO:0055085],plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085],GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0055085,plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]
PA1409,Q9I3T5,reviewed,APAH1_PSEAE,Acetylpolyamine amidohydrolase 1 (APAH 1) (EC 3.5.1.-) (Acetylcadaverine deacetylase) (Acetylpolyamine deacetylase) (Acetylputrescine deacetylase) (EC 3.5.1.62),aphA PA1409,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),346,polyamine metabolic process [GO:0006595],cytoplasm [GO:0005737]; acetylputrescine deacetylase activity [GO:0047609]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; polyamine metabolic process [GO:0006595],GO:0005737; GO:0006595; GO:0016787; GO:0046872; GO:0047609,cytoplasm [GO:0005737],acetylputrescine deacetylase activity [GO:0047609]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]
PA3321,Q9HYS4,unreviewed,Q9HYS4_PSEAE,Probable transcriptional regulator,PA3321,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),304,regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],GO:0003677; GO:0003700; GO:0006355,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
PA0520,Q51481,reviewed,NIRQ_PSEAE,Denitrification regulatory protein NirQ,nirQ PA0520,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),260,,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677],GO:0003677; GO:0005524; GO:0005737; GO:0016887,cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]
PA2885,Q9HZW2,unreviewed,Q9HZW2_PSEAE,Putative repressor of atu genes,atuR PA2885,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),198,negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of isoprenoid metabolic process [GO:0045827]; regulation of DNA-templated transcription [GO:0006355]; terpene catabolic process [GO:0046247],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of isoprenoid metabolic process [GO:0045827]; regulation of DNA-templated transcription [GO:0006355]; terpene catabolic process [GO:0046247],GO:0000976; GO:0003677; GO:0003700; GO:0006355; GO:0045827; GO:0045892; GO:0046247,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]
PA2527,Q9I0V6,unreviewed,Q9I0V6_PSEAE,Probable Resistance-Nodulation-Cell Division (RND) efflux transporter,PA2527,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),1043,response to toxic substance [GO:0009636],plasma membrane [GO:0005886]; xenobiotic transmembrane transporter activity [GO:0042910]; response to toxic substance [GO:0009636],GO:0005886; GO:0009636; GO:0042910,plasma membrane [GO:0005886],xenobiotic transmembrane transporter activity [GO:0042910]
PA3038,Q9HZH0,unreviewed,Q9HZH0_PSEAE,Probable porin,PA3038,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),421,cellular response to oxygen levels [GO:0071453]; response to nitrate [GO:0010167],membrane [GO:0016020]; porin activity [GO:0015288]; cellular response to oxygen levels [GO:0071453]; response to nitrate [GO:0010167],GO:0010167; GO:0015288; GO:0016020; GO:0071453,membrane [GO:0016020],porin activity [GO:0015288]
PA5119,Q9HU65,reviewed,GLN1B_PSEAE,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta),glnA PA5119,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),469,glutamine biosynthetic process [GO:0006542]; nitrogen utilization [GO:0019740],cytoplasm [GO:0005737]; membrane [GO:0016020]; ATP binding [GO:0005524]; glutamate-ammonia ligase activity [GO:0004356]; metal ion binding [GO:0046872]; glutamine biosynthetic process [GO:0006542]; nitrogen utilization [GO:0019740],GO:0004356; GO:0005524; GO:0005737; GO:0006542; GO:0016020; GO:0019740; GO:0046872,cytoplasm [GO:0005737]; membrane [GO:0016020],ATP binding [GO:0005524]; glutamate-ammonia ligase activity [GO:0004356]; metal ion binding [GO:0046872]
